Add,Hotel,Zip,badgetext,extendadd,partial_entry,ratingDate,ratingbubble,review_title,stars
2101 North Epcot Resorts Boulevard,Disney's BoardWalk Inn,"Orlando, FL 32830-8442",1,Lake Buena Vista,Great hotel. Beautiful clean large rooms. Very friendly and helpful staff. Walking distance to Epcot center. The boardwalk is great. Lots of fun activities and restaurants and shops. Access to all Disney parks by bus or boat. We had a great time,"May 3, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Mrs,4.0 Star Hotel
2101 North Epcot Resorts Boulevard,Disney's BoardWalk Inn,"Orlando, FL 32830-8442",25,Lake Buena Vista,Stayed here for 5 nights. This was a great place to stay - so close to Epcot and the Disney bus service takes you everywhere you might need to go in Disney World - Disney Springs - the Magic Kingdom and more! The room was...,"April 19, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",A magical time,4.0 Star Hotel
2101 North Epcot Resorts Boulevard,Disney's BoardWalk Inn,"Orlando, FL 32830-8442",22,Lake Buena Vista,"What you would expect from a mid-luxury Disney resort. Good service, a clean room, luxury not forthcoming in the bedrooms but the main hotel guest areas very nice. The main plus point about this hotel is that its 5-10 mins walking into Epcot so you...","April 19, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Easy walking distance to Epcot,4.0 Star Hotel
2101 North Epcot Resorts Boulevard,Disney's BoardWalk Inn,"Orlando, FL 32830-8442",68,Lake Buena Vista,"Recently went to the Boardwalk for a conference/family vacation. Have stayed here before but I think this was one of the best stays. I did online check in and noted they had put me in a handicap accessible room which I did not need, so...","April 12, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Another great stay at the Boardwalk,4.0 Star Hotel
2101 North Epcot Resorts Boulevard,Disney's BoardWalk Inn,"Orlando, FL 32830-8442",18,Lake Buena Vista,Location is superb with easy walkability to Epcot and 15 minute stroll or boat ride to Hollywood Studios. There are nice food options directly outside the hotel on the Boardwalk. The pool is very clean and enjoyable. Bicycles may be rented on the boardwalk. The...,"April 5, 2017","ui_bubble_rating bubble_20,ratingDate relativeDate",Excellent and fun location with stinky rooms,4.0 Star Hotel
2101 North Epcot Resorts Boulevard,Disney's BoardWalk Inn,"Orlando, FL 32830-8442",1,Lake Buena Vista,"Great places to stop to eat. Arcades for much fun, and great service and lobbies. Allows to me to take the ferry to multiple places and between walking distances to a few parks. I definently recommend this resort for anyone who likes to have fun.","April 5, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Amazing,4.0 Star Hotel
2101 North Epcot Resorts Boulevard,Disney's BoardWalk Inn,"Orlando, FL 32830-8442",1,Lake Buena Vista,I am here celebrating a family wedding and everything is top notch from the moment we entered. The service was beautiful and the staff are so accommodating from the music to my snafu. I accidentally broke my high heel shoe and after I showed a...,"April 4, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Incredible Services ,4.0 Star Hotel
2101 North Epcot Resorts Boulevard,Disney's BoardWalk Inn,"Orlando, FL 32830-8442",6,Lake Buena Vista,My girlfriend and arrived LATE due to our flight being delayed. The hotel staff was aware of our problem and kept asking if we needed drinks or food before heading to our room. They were extremely hospitable and kind throughout the entire week. The location...,"May 31, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Amazing Customer Service,4.0 Star Hotel
2101 North Epcot Resorts Boulevard,Disney's BoardWalk Inn,"Orlando, FL 32830-8442",197,Lake Buena Vista,"Room was spacious but housekeeping was hit or miss. Sometimes we got fresh towels, sometimes they were missing. Sometimes our soap disappeared and wasn't replaced. We had to request more shampoo/conditioner/lotion, but then got a variety of other items one day. Next few days nothing....","March 23, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Great location!,4.0 Star Hotel
2101 North Epcot Resorts Boulevard,Disney's BoardWalk Inn,"Orlando, FL 32830-8442",102,Lake Buena Vista,Spent 12 nights in the Boardwalk Inn in March '17. Firstly the hotel is in the middle of EPCOT and DHS. A 15 min walk to the front of DHS and a 10 min walk to World Showcase...not Future World of EPCOT Unfortuantley its 20min...,"March 20, 2017","ui_bubble_rating bubble_30,ratingDate relativeDate",Great Hotel ... Terrible Transport,4.0 Star Hotel
