Add,Hotel,Zip,badgetext,extendadd,partial_entry,ratingDate,ratingbubble,review_title,stars
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",26,Lake Buena Vista,"I dreamed of staying at this Disney resort for years, so when I turned 40, I decided to make it happen. I cannot believe all that I was missing, by not staying here sooner. First of all the resort is absolutely gorgeous. You actually feel...","July 4, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",My New Favorite Disney Resort,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",5,Lake Buena Vista,"I booked this hotel for my niece for her graduation present. She loved it! Water taxi took her to Disney springs for free, bus took them to parks for free and the staff was great. They could eat wherever they wanted but loved the hotel...","July 2, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Graduation present ,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",5,Lake Buena Vista,"Our Disney-loving family of four has stayed at French Quarter 6 times--twice in the last year. Our kids love arriving at the main entrance of this resort and being greeted with Mardi Gras beads! We are never disappointed with this resort, especially for the moderate...","July 18, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",One of our favorite Disney resorts!,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",17,Lake Buena Vista,Port Orleans French Quarter is a beautiful hotel. It's great for families because the resort grounds are elegant for adults and the pool area is fun for kids. They have a new water play area with sprinklers that looks great for young kids. Pool has...,"July 22, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Best Disney hotel,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",11,Lake Buena Vista,Myself and family loved this place. The buildings are lovely and the ground are stunning and kept beautifully. The room was nice and bigger than it looks in the photo. Staff were also very nice. The pool was great too! I really can't find anything...,"July 14, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Want to go back! ,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",9,Lake Buena Vista,"I stayed here this past week while visiting my best friend who is a cast member for Disney. Our overall stay was amazing! The hotel itself was perfect and ever so beautiful between the gardens, fountains, and river. It's so cute and romantic; they even...","July 12, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Wonderful!!!,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",6,Lake Buena Vista,"Originally booked at riverside. Decided ti change to a smaller resort with less walking. Price difference was not much but riverside seems much nicer. French quarter has a convenient restaurant and pool bar. Pool is nicer than riverside..but pick riverside..3 restaurants, beautiful grounds, fishing dock,...","February 18, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Family get away,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",19,Lake Buena Vista,"We loved this hotel! Stayed here during the Wine & Dine Half Marathon and very happy with the shuttles provided to and from the events. This hotel property is on the smaller side, which we loved because everything is a short distance away from your...","February 14, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Mardi Gras in the Heart of Disney Magic,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",65,Lake Buena Vista,"My first ever night at a Disney property (I am 70), and only a passing grade. The gardens were wonderful. The pool was nice, and filled with people of all ages. The boat to Disney Springs was wonderful (but get ready to shell out $20...","February 15, 2017","ui_bubble_rating bubble_30,ratingDate relativeDate",Meh - ,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",9,Lake Buena Vista,We loved this place. Our family of 5 was very happy here. The bus wait wasn't too bad and the resort was average. It fit all our needs. We loved being on site at Disney and found the rooms spacious for our group. The trundle...,"February 22, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Loved it,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",50,Lake Buena Vista,I've stayed at French Quarter before and loved it. The property is small which means less walking to the lobby/transportation and less people. Employees are super friendly and helpful. This is one of my favorite Disney properties to stay at. They just added a small...,"July 28, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Very nice property,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",5,Lake Buena Vista,Returned to POFQ for a second time and was just as wonderful as last year. Beautiful unique hotel and I would highly recommend. All staff could not be more helpful and as it is one of the smaller Disney themed hotels was always quiet. Transport...,"July 27, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Another wonderful visit!,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",15,Lake Buena Vista,My husband and I visited 4 nights mid Jan. We had a promo code for 35% off rates and paid roughly $185 per night including taxes. We had arrived 1 night early due to wanting to get ahead of weather storms in hopes of getting...,"February 11, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Quaint as you can get at disney,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",5,Lake Buena Vista,"My girlfriend and I went to WDW for a Valentine's Day getaway and we were thrilled with our experience at DPOR - French Quarter. The resort is small which is a huge advantage in terms of getting to the parks, and the hotel provides ferry...","February 13, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",PERFECT FOR COUPLES,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",6,Lake Buena Vista,The hotel was awesome! It was very clean and everyone there was super nice. I also liked that we could travel Disney by bus or boat. I would definitely stay there again. It would be a perfect place to stay with families!,"February 13, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Family Vacation,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",21,Lake Buena Vista,"We stayed here as we stopped in for a quick two day Disney trip on our way home from the beach. Our room was not ready yet, so they accommodated us with a different room which was very nice. The rooms are nice sized, though...","July 2, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Nice place for a quick stay,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",36,Lake Buena Vista,"I just returned from a family vacation where we stayed at the Port Orleans - French Quarter resort. We were there from Saturday, July 15th through Wednesday, July 19th in Room 7144. The room was a first-floor riverview room. It was a quiet location and...","July 22, 2017","ui_bubble_rating bubble_20,ratingDate relativeDate",Dirty Room / Poor Maintenance,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",138,Lake Buena Vista,"This resort is smaller which means less walking to transportation, pool, restaurants etc. transportation by bus to Disney parks and a relaxing boat ride to Disney Springs ( formerly known as Downtown Disney). Staff was excellent and very helpful and friendly. There are restaurants and...","February 18, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Mardi Gras in Orlando,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",6,Lake Buena Vista,As in Disney fashion Port Orleans was awsome. The moment you got on the Magical express all the way to returning to the airport we were treated great.Service and housekeeping were rite on point.I definitely recommend staying at this Disney property.,"February 18, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Great time,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",28,Lake Buena Vista,"We just loved this Moderate Resort. It's small, everything is close, it's beautiful, has a great pool and we don't want word to get out. There's a boat to Disney Springs and it's a wonderful walk along the river in the evening. Good food in...","February 13, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Please Don't Stay Here,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",19,Lake Buena Vista,"Port Orleans French Quarter is the perfect moderate resort at Disney World. It is beautfifully themed. It is much smaller than its sister property Riverside, which makes it much more manageable. Everything is closer together meaning less walking around the resort to get places! Rooms...","February 13, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Perfect moderate Disney hotel!,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",22,Lake Buena Vista,"We are repeat visitors of many years and continue to stay here because we are familiar with the routine. As usual, the staff is very friendly and knowledgeable. Check in, check out, park tickets are handled expertly and efficiently.
Might be best to get a...","February 13, 2017","ui_bubble_rating bubble_30,ratingDate relativeDate","Same Old, Same Old",3.5 Star Hotel
